fid,field_1,Unnamed: 0,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,CLUSTER_ID,CLUSTER_SIZE,ringId,distance,fid_2,gid,lbl,val,layer,path
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89328",다라17ab87ba,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89401",다라17ba87aa,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89402",다라17ba87ab,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89403",다라17ba87ba,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89404",다라17ba87bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89405",다라17ba88aa,"7.00",7,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89406",다라17ba88ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89467",다라17bb86bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89468",다라17bb87aa,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89469",다라17bb87ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89470",다라17bb87ba,"14.00",14,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89471",다라17bb87bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89472",다라17bb88aa,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89473",다라17bb88ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89474",다라17bb88ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89527",다라18aa86ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
"12","244","244",미래약국,전라남도 함평군 해보면 밀재로 1293,061-322-8760,126.6048645,35.1810447,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,"-","-","1","1","1",1000.000000,"89528",다라18aa86bb,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 함평군_202204|layername=nlsp_031001010
