,name,city,Latitude,Longitude,NUMPOINTS
98,경상 마을회관,담양군,35.1610048,127.0408029,0
99,무동 마을회관,담양군,35.137669,127.0437158,0
100,만월 마을회관,담양군,35.1774663,127.0278708,4
101,용연 마을회관,담양군,35.1774663,127.0278708,4
102,구산 마을회관,담양군,35.1774663,127.0278708,4
103,장단 마을회관,담양군,35.1774663,127.0278708,4
104,인암 마을회관,담양군,35.1405741,127.0678862,0
105,자창 마을회관,담양군,35.1774663,127.0278708,4
106,청촌 마을회관,담양군,35.1774663,127.0278708,4
107,풍암 마을회관,담양군,35.1806481,127.0552664,0
108,화암 마을회관,담양군,35.1774663,127.0278708,4
109,시동 마을회관,담양군,35.2388968,127.0190521,0
110,사동 마을회관,담양군,35.2388968,127.0190521,0
111,상삼천 마을회관,담양군,35.2388968,127.0190521,0
112,수곡 마을회관,담양군,35.2388968,127.0190521,0
113,용운동 마을회관,담양군,35.2388968,127.0190521,0
114,용수전원 마을회관,담양군,34.7847293,127.6993336,0
115,유천 마을회관,담양군,35.222398,127.020234,0
116,양산 마을회관,담양군,35.2388968,127.0190521,0
117,오산 마을회관,담양군,35.2388968,127.0190521,0
118,강촌 마을회관,담양군,35.2388968,127.0190521,0
119,당곡 마을회관,담양군,35.2388968,127.0190521,0
120,죽항 마을회관,담양군,35.2388968,127.0190521,0
121,보평 마을회관,담양군,35.2388968,127.0190521,0
122,의암 마을회관,담양군,35.2388968,127.0190521,0
123,하산 마을회관,담양군,35.2388968,127.0190521,0
124,상산 마을회관,담양군,35.2388968,127.0190521,0
125,장전 마을회관,담양군,35.2388968,127.0190521,0
126,화양촌 마을회관,담양군,35.2388968,127.0190521,0
127,절산 마을회관,담양군,35.2388968,127.0190521,0
128,연화촌 마을회관,담양군,35.2388968,127.0190521,0
129,기동 마을회관,담양군,35.2390659,126.9806147,0
130,얼그실 마을회관,담양군,35.2425931,126.9751707,0
131,내동 마을회관,담양군,35.2448427,126.967227,0
132,부동촌 마을회관,담양군,35.2388968,127.0190521,0
133,성덕 마을회관,담양군,35.2388968,127.0190521,0
134,조현 마을회관,담양군,35.2388968,127.0190521,0
135,신흥 마을회관,담양군,35.2388968,127.0190521,0
136,현암 마을회관,담양군,35.2388968,127.0190521,0
137,외동 마을회관,담양군,35.2062115,127.0354789,0
138,사창 마을회관,담양군,35.2512318,127.0247769,2
139,등갈 마을회관,담양군,35.2535291,127.0212608,2
140,대조 마을회관,담양군,35.2535291,127.0212608,2
141,신갈 마을회관,담양군,35.2535291,127.0212608,2
142,대산 마을회관,담양군,35.249425,127.0370119,2
143,장동 마을회관,담양군,35.2527314,127.0128891,0
144,차동 마을회관,담양군,35.249425,127.0370119,2
145,가흥 마을회관,담양군,35.249425,127.0370119,2
146,무월 마을회관,담양군,35.249425,127.0370119,2
147,시목 마을회관,담양군,35.249425,127.0370119,2
148,성곡 마을회관,담양군,35.2655345,127.0578133,0
149,하운 마을회관,담양군,35.1735439,126.8914582,0
150,상운 마을회관,담양군,35.1703873,126.8923463,0
151,팔학 마을회관,담양군,35.249425,127.0370119,2
152,내문 마을회관,담양군,35.249425,127.0370119,2
153,외문 마을회관,담양군,35.249425,127.0370119,2
154,용대 마을회관,담양군,35.2183685,127.0868602,0
155,청운 마을회관,담양군,35.2101023,127.1010054,0
156,하갈 마을회관,담양군,35.249425,127.0370119,2
157,상갈 마을회관,담양군,35.249425,127.0370119,2
158,저심 마을회관,담양군,35.249425,127.0370119,2
159,입석 마을회관,담양군,35.2070612,127.0593898,0
160,술지 마을회관,담양군,35.2891998,127.0387469,0
161,수문동 마을회관,담양군,35.2891998,127.0387469,0
162,외당 마을회관,담양군,35.2948718,127.0301411,0
163,내당 마을회관,담양군,35.2948718,127.0301411,0
164,오봉 마을회관,담양군,35.2813723,126.9855422,0
165,죽산 마을회관,담양군,35.2957814,126.9857795,0
166,봉서 마을회관,담양군,35.2948718,127.0301411,0
167,중리 마을회관,담양군,35.292171,127.0006393,0
168,성덕 마을회관,담양군,35.2948718,127.0301411,0
169,칠전 마을회관,담양군,35.2948718,127.0301411,0
170,칠지 마을회관,담양군,35.2948718,127.0301411,0
171,동산 마을회관,담양군,35.2948718,127.0301411,0
172,안평 마을회관,담양군,35.2897628,127.0572436,0
173,덕곡 마을회관,담양군,35.2969656,127.0638437,0
174,서흥1구 마을회관,담양군,35.2948718,127.0301411,0
175,서흥2구 마을회관,담양군,35.2948718,127.0301411,0
176,정석 마을회관,담양군,35.2854816,127.0718657,0
177,평지 마을회관,담양군,35.2823934,127.0642555,0
178,강정자 마을회관,담양군,35.2948718,127.0301411,0
179,등룡 마을회관,담양군,35.268562,127.087429,0
180,신촌 마을회관,담양군,35.268562,127.087429,0
181,내천 마을회관,담양군,34.8679,126.991,0
182,외천 마을회관,담양군,35.3433824,127.0255134,1
183,석현 마을회관,담양군,35.3456651,127.0285797,1
184,무림동 마을회관,담양군,35.3456651,127.0285797,1
185,양지 마을회관,담양군,35.371239,127.01756,0
186,정각 마을회관,담양군,35.371239,127.01756,0
187,원대성 마을회관,담양군,35.3433824,127.0255134,1
188,봉곡 마을회관,담양군,35.3433824,127.0255134,1
189,원율 마을회관,담양군,35.35488,127.028838,0
190,오평 마을회관,담양군,35.35488,127.028838,0
191,평신기 마을회관,담양군,34.8679,126.991,0
192,문암 마을회관,담양군,34.8679,126.991,0
193,하성 마을회관,담양군,34.8679,126.991,0
194,덕성 마을회관,담양군,35.350162,127.05224,1
195,장항 마을회관,담양군,35.350629,127.04505,1
196,대판 마을회관,담양군,35.35053,127.045063,1
197,와룡 마을회관,담양군,35.35053,127.045063,1
198,대실 마을회관,담양군,35.3433824,127.0255134,1
199,손오실 마을회관,담양군,35.3433824,127.0255134,1
200,산이천 마을회관,담양군,35.3433824,127.0255134,1
201,외추 마을회관,담양군,35.3203401,127.0315828,0
202,노천동 마을회관,담양군,35.3153833,127.0294249,0
203,가라실 마을회관,담양군,35.3433824,127.0255134,1
204,죽림 마을회관,담양군,34.8679,126.991,0
205,두장 마을회관,담양군,35.355744,126.990065,6
206,장찬 마을회관,담양군,35.3551633,126.9930828,6
207,서평 마을회관,담양군,35.3551633,126.9930828,6
208,박곡 마을회관,담양군,35.353263,126.977982,0
209,매월 마을회관,담양군,35.353263,126.977982,0
210,통천 마을회관,담양군,35.353263,126.977982,0
211,추성 마을회관,담양군,35.3658275,126.9885295,2
212,와산 마을회관,담양군,35.366943,126.993821,2
213,신흥 마을회관,담양군,35.366943,126.993821,2
214,태월 마을회관,담양군,35.381129,126.9693367,4
215,상월 마을회관,담양군,35.3869587,126.966666,2
216,도림 마을회관,담양군,35.3819256,126.9962915,0
217,월계 마을회관,담양군,35.4056687,126.9942886,0
218,분통 마을회관,담양군,35.3649462,126.9875112,2
219,용평 마을회관,담양군,35.4234058,127.0279111,4
220,용동 마을회관,담양군,35.4234058,127.0279111,4
221,용치 마을회관,담양군,35.4234058,127.0279111,4
222,월산 마을회관,담양군,35.353463,126.958099,1
223,장재 마을회관,담양군,35.353463,126.958099,1
224,동산 마을회관,담양군,35.353463,126.958099,1
225,도개 마을회관,담양군,35.353463,126.958099,1
226,월평 마을회관,담양군,35.350883,126.948538,1
227,신평 마을회관,담양군,35.350883,126.948538,1
228,왕산 마을회관,담양군,35.350883,126.948538,1
229,월곡 마을회관,담양군,35.3402131,126.9547196,1
230,도동 마을회관,담양군,35.3402131,126.9547196,1
231,가곡 마을회관,담양군,35.3402131,126.9547196,1
232,용금 마을회관,담양군,35.3402131,126.9547196,1
233,홍암 마을회관,담양군,35.3402131,126.9547196,1
234,용산 마을회관,담양군,35.3802415,126.9169295,0
235,박산 마을회관,담양군,35.3732635,126.9217933,0
236,사암 마을회관,담양군,35.3730496,126.9649462,3
237,월천 마을회관,담양군,35.3730496,126.9649462,3
238,광덕 마을회관,담양군,35.3730496,126.9649462,3
239,오성 마을회관,담양군,35.3620277,126.9664149,0
240,내동 마을회관,담양군,35.3651073,126.957664,0
241,군수동 마을회관,담양군,35.3583591,126.968198,0
242,복정 마을회관,담양군,35.3402131,126.9547196,1
243,농암 마을회관,담양군,35.3402131,126.9547196,1
244,마산 마을회관,담양군,35.3402131,126.9547196,1
245,봉명 마을회관,담양군,35.3402131,126.9547196,1
246,송정 마을회관,담양군,35.3402131,126.9547196,1
247,나산 마을회관,담양군,35.2932872,126.9333312,15
248,개동 마을회관,담양군,35.2825701,126.9413556,6
249,정중 마을회관,담양군,35.2742922,126.9288924,4
250,금구동 마을회관,담양군,35.269693,126.9211352,0
251,황덕 마을회관,담양군,35.262903,126.9270081,0
252,고리대 마을회관,담양군,35.3017494,126.9286941,15
253,월성산 마을회관,담양군,35.3017494,126.9286941,15
254,오정1구 마을회관,담양군,35.3017494,126.9286941,15
255,삼인동 마을회관,담양군,35.3017494,126.9286941,15
256,송정 마을회관,담양군,35.3017494,126.9286941,15
257,원대방 마을회관,담양군,35.309006,126.925977,9
258,포백 마을회관,담양군,35.3081402,126.9359506,7
259,원궁산 마을회관,담양군,35.3118028,126.9297353,2
260,구암 마을회관,담양군,35.3118028,126.9297353,2
261,두정(경산) 마을회관,담양군,35.3181868,126.9336686,0
262,두동 마을회관,담양군,35.3219821,126.9337342,0
263,주평 마을회관,담양군,35.3074737,126.9413945,0
264,풍수1구 마을회관,담양군,35.2989501,126.9404629,12
265,풍수2구 마을회관,담양군,35.3013426,126.9429661,6
266,풍수3구 마을회관,담양군,35.3045073,126.9516664,0
267,남산 마을회관,담양군,35.2951301,126.9510089,0
268,원대흥 마을회관,담양군,35.2931342,126.9417733,8
269,서부 마을회관,담양군,35.2749357,126.8879502,17
270,원촌 마을회관,담양군,35.2749357,126.8879502,17
271,대조 마을회관,담양군,35.2749357,126.8879502,17
272,화암 마을회관,담양군,35.2874245,126.8812234,1
273,청룡 마을회관,담양군,35.2749357,126.8879502,17
274,중옥 마을회관,담양군,35.2601327,126.8843174,2
275,신룡 마을회관,담양군,35.2472854,126.8830404,2
276,응기 마을회관,담양군,35.2749357,126.8879502,17
277,태암 마을회관,담양군,35.2628948,126.8884007,6
278,시목 마을회관,담양군,35.2749357,126.8879502,17
279,강의 마을회관,담양군,35.2663356,126.9031094,8
280,월인 마을회관,담양군,35.2749357,126.8879502,17
281,갈전 마을회관,담양군,35.2749357,126.8879502,17
282,병풍 마을회관,담양군,35.2878221,126.8949584,4
283,행정 마을회관,담양군,35.2900873,126.9068776,8
284,덕진 마을회관,담양군,35.2749357,126.8879502,17
285,옥산 마을회관,담양군,35.2749357,126.8879502,17
286,성산 마을회관,담양군,35.2867996,126.9177533,6
287,사성 마을회관,담양군,35.2861865,126.902177,6
289,원심동,신안군,35.0986252,126.1913146,12
290,당촌,신안군,35.04333,126.1522321,3
291,선도(진변),신안군,34.976943,126.2695371,0
292,태천1,신안군,35.0351994,126.2423003,2
293,둔곡,신안군,35.0855991,126.2172008,0
294,적동,신안군,35.099671,126.2139466,3
295,여성,신안군,35.060759,126.2093511,0
296,고사,신안군,35.0689144,126.1878408,0
297,탄동,신안군,35.0462731,126.1713417,4
298,원달,신안군,35.0358089,126.1831511,1
299,황금,신안군,35.0962191,126.1791754,3
300,외양,신안군,35.0902672,126.2336572,8
301,봉동,신안군,35.0927624,126.1971923,10
302,내양,신안군,35.0969119,126.2407397,6
303,송도,신안군,35.0520486,126.2034901,0
304,오룡,신안군,35.0504674,126.2448382,6
305,내도,신안군,35.0226355,126.1900921,2
306,효지,신안군,35.0505682,126.2526923,9
307,원광정,신안군,35.0620792,126.2132499,0
308,적거,신안군,35.0637481,126.2275408,0
309,장동,신안군,35.0779126,126.2116143,0
310,묘동,신안군,35.0443317,126.1586569,3
311,서동,신안군,35.1022847,126.1859629,11
312,자동1,신안군,35.0586283,126.2507273,7
313,어의1,신안군,35.1405201,126.1910848,0
314,누동,신안군,35.0356062,126.2673817,4
315,금출,신안군,35.0871691,126.1736014,2
316,연화,신안군,35.0296692,126.2591935,4
317,매계,신안군,34.9794746,126.2581125,0
318,자서,신안군,35.0562585,126.2455966,8
319,가정,신안군,35.0989359,126.2231692,3
320,조비,신안군,35.0767122,126.174068,2
321,참도,신안군,35.1066142,126.1996632,2
322,하탑,신안군,35.0354802,126.1906505,2
323,백련,신안군,35.0835547,126.1876376,4
324,월산,신안군,35.0685682,126.2130394,0
325,감정1,신안군,35.0725908,126.1993399,0
326,대실,신안군,35.0901128,126.2037642,6
327,읍서,신안군,35.0614841,126.2059701,0
328,송항,신안군,35.0918545,126.220781,7
329,태이,신안군,35.0241636,126.2347146,2
330,북촌,신안군,34.9973294,126.2621132,0
331,용교,신안군,35.0686885,126.2204267,0
332,선도3,신안군,34.9873063,126.2641585,0
333,주동,신안군,34.9812934,126.2673659,0
334,원동,신안군,35.100188,126.187695,11
335,소감정,신안군,35.0739382,126.1955137,0
336,포작,신안군,35.1153348,126.2039203,1
337,우전,신안군,34.8763251,126.3035831,4
338,대천1(조천),신안군,34.8600119,126.2839443,6
339,신촌,신안군,34.8730731,126.3039058,4
340,반월,신안군,34.8615799,126.2717004,6
341,신장2,신안군,34.8403877,126.3573674,5
342,광립,신안군,34.8579353,126.2965087,6
343,수락,신안군,34.843221,126.2657893,2
344,장감,신안군,34.8250103,126.342134,3
345,고이2,신안군,34.9598724,126.2872457,0
346,송공2,신안군,34.8527555,126.2415662,6
347,신장1,신안군,34.8268422,126.3506495,7
348,신장3,신안군,34.8468201,126.3616687,2
349,동서2(구항),신안군,34.8571096,126.3154624,0
350,송공1,신안군,34.850061,126.2445974,4
351,동서1,신안군,34.8674386,126.3049259,0
352,원복용,신안군,34.9010557,126.3300341,5
353,가룡2리(원가룡),신안군,34.906729,126.3024731,5
354,대벌,신안군,34.8579651,126.2705327,7
355,학동,신안군,34.8694361,126.3142059,0
356,복용4,신안군,34.8984283,126.3383854,3
357,분매2,신안군,34.8518655,126.3385875,3
358,고이1,신안군,34.9438907,126.2918986,0
359,복룡3,신안군,34.8946736,126.3321587,4
360,산두,신안군,34.9342374,126.2337926,0
361,청석,신안군,34.9183156,126.2222404,0
362,대동(매화1),신안군,34.9187275,126.2385174,0
363,가룡3,신안군,34.9076351,126.2873325,1
364,복룡2,신안군,34.8990095,126.3256984,4
365,가란,신안군,34.8741429,126.3656896,0
366,숭의,신안군,34.8609977,126.3512779,3
367,마산,신안군,34.952552,126.2492086,0
368,대성,함평군,35.0669431,126.512093,0
369,함평리,함평군,35.0652328,126.5116252,0
370,누각옥천,함평군,35.0644212,126.5172506,0
371,기각2리,함평군,35.0644898,126.5229466,0
372,기산,함평군,35.0685646,126.5196062,0
373,기각4리,함평군,35.0666761,126.5175234,0
374,기각5리,함평군,35.0658025,126.520236,0
375,서부,함평군,35.0628848,126.517946,0
376,내교2리,함평군,35.0624761,126.5145254,0
377,내교3리신기,함평군,35.0620522,126.5153194,0
378,함평,함평군,35.0605418,126.522565,0
379,함평여자,함평군,35.0605418,126.522565,0
380,동부,함평군,35.0605418,126.522565,0
381,외대화,함평군,35.0584697,126.5123289,0
382,동광아파트,함평군,35.0617653,126.5149231,0
383,주공,함평군,35.0617572,126.517871,0
384,라뷔랑,함평군,35.0617562,126.5157246,0
385,수호,함평군,35.054433,126.5136134,15
386,평호,함평군,35.0540562,126.5093486,11
387,대등,함평군,35.043699,126.5031428,12
388,해동,함평군,35.0464908,126.5070496,16
389,송정,함평군,35.0371448,126.5001128,6
390,소등,함평군,35.0399253,126.4941341,8
391,성북,함평군,35.0408944,126.4864019,12
392,삼정,함평군,35.0375427,126.4827498,12
393,금곡,함평군,35.0395362,126.4731049,8
394,신풍,함평군,35.0358723,126.4779128,8
395,노송,함평군,35.0358829,126.4737373,8
396,만흥,함평군,35.0492134,126.4813831,6
397,만년,함평군,35.0470105,126.4860008,8
398,초동,함평군,35.0523067,126.4903346,8
399,산음,함평군,35.0632712,126.49443,4
400,칠언,함평군,35.0604805,126.491231,8
401,월봉,함평군,35.0586417,126.4787443,5
402,작동,함평군,35.0557775,126.4835908,9
403,자명,함평군,35.0664498,126.4769966,3
404,흥용,함평군,35.0779667,126.4899344,10
405,가작,함평군,35.0744446,126.4904675,6
406,용산,함평군,35.0771802,126.4839701,6
407,옥산,함평군,35.0826373,126.4835643,12
408,가동,함평군,35.0793266,126.4777343,6
409,주포,함평군,35.0953859,126.4630311,10
410,덕흥,함평군,35.0926841,126.4640578,11
411,주포한옥마을,함평군,35.094984,126.463403,11
412,석성2리,함평군,35.083535,126.4493585,6
413,청학,함평군,35.0844298,126.4612289,10
414,장고산,함평군,35.1085525,126.4839848,14
415,월선,함평군,35.0967369,126.4747962,9
416,구주포,함평군,35.0936851,126.4715138,13
417,백년,함평군,35.0958852,126.4754481,7
418,양림,함평군,35.0891254,126.4995969,10
419,대진,함평군,35.0976495,126.4904544,4
420,고양촌,함평군,35.0818102,126.5016465,12
421,대천,함평군,35.0708333,126.4987796,16
422,백곡,함평군,35.0741117,126.5064611,17
423,성덕,함평군,35.0787046,126.4613068,6
424,호산,함평군,35.1540774,126.3946664,5
425,복학,함평군,35.1687513,126.3814939,7
426,금곡,함평군,35.1651282,126.3914506,5
427,학산,함평군,35.1526854,126.3906958,5
428,해은,함평군,35.1608809,126.3783188,0
429,양재,함평군,35.1711673,126.4038715,4
430,모량,함평군,35.1604384,126.411034,9
431,승선,함평군,35.1588662,126.4175541,9
432,사기,함평군,35.1693596,126.423029,4
433,차경,함평군,35.1636431,126.4281366,4
434,월천,함평군,35.1402824,126.4192504,10
435,신기,함평군,35.1432381,126.43178,0
436,안악,함평군,35.1377823,126.3926877,5
437,서호,함평군,35.1549492,126.4078648,9
438,월산,함평군,35.1372175,126.4343771,0
439,저수,함평군,35.1455488,126.4141447,8
440,늘밭,함평군,35.1516896,126.4180827,9
441,백옥,함평군,35.1381408,126.4035059,6
442,수문,함평군,35.1455654,126.4352494,0
443,손불,함평군,35.1416795,126.4299307,0
444,대전여,함평군,35.1434587,126.4290241,0
445,손불제일,함평군,35.1427885,126.4282261,0
446,동암,함평군,35.1452159,126.4636507,10
447,동암2리,함평군,35.1503181,126.468469,12
448,죽장1리,함평군,35.1393283,126.4738408,10
449,수철,함평군,35.1360393,126.4559748,4
450,죽림,함평군,35.1353269,126.4569913,4
451,석령,함평군,35.1314579,126.4694817,6
452,소명,함평군,35.1312938,126.4840516,6
453,궁산1리,함평군,35.0992619,126.46639,11
454,중신흥,함평군,35.1032932,126.4678568,2
455,목교,함평군,35.1104489,126.4757966,10
456,묘동,함평군,35.120408,126.4604769,4
457,궁산(덕산),함평군,35.1135568,126.466155,8
458,석계,함평군,35.1105566,126.4286797,12
459,해석,함평군,35.1074305,126.4455003,6
460,대덕,함평군,35.1119618,126.4282972,12
461,대발,함평군,35.1041707,126.4580908,6
462,산남1리,함평군,35.1234325,126.43261,20
463,대성,함평군,35.1235357,126.4240236,20
464,교촌,함평군,35.1199048,126.4252432,24
465,용흥,함평군,35.1374165,126.4421018,6
466,기서,함평군,35.1375079,126.4388413,0
467,수연,함평군,35.1365431,126.4248801,0
468,강석,함평군,35.126403,126.4207101,18
469,북풍,함평군,35.1270178,126.4250877,20
470,내감,함평군,35.1249728,126.4203866,18
471,유록,함평군,35.1301503,126.4293522,19
472,청등,함평군,35.1320744,126.423751,10
473,신평,함평군,35.1222092,126.4700164,6
474,보여,함평군,35.1838172,126.4587592,11
475,기동,함평군,35.1846671,126.4627998,11
476,송사1리,함평군,35.1759949,126.4483367,2
477,삼천동,함평군,35.17876,126.463956,11
478,냉천,함평군,35.173068,126.4772149,4
479,삼양동,함평군,35.168896,126.4715871,11
480,신여,함평군,35.170763,126.4605073,9
481,수정,함평군,35.1650233,126.4614277,9
482,구봉,함평군,35.1885655,126.478733,14
483,연화,함평군,35.1853635,126.4884847,24
484,청계,함평군,35.1823817,126.4793949,16
485,원남,함평군,35.1787346,126.5092234,4
486,학동,함평군,35.176579,126.5138872,6
487,덕동,함평군,35.1782997,126.5226569,4
488,덕산,함평군,35.1653268,126.5153597,0
489,덕천,함평군,35.1653087,126.5053179,14
490,좌야,함평군,35.1695731,126.5001566,18
491,저동,함평군,35.1660537,126.4937837,18
492,백운2리,함평군,35.1532167,126.4959485,19
493,복치,함평군,35.1587756,126.4809484,6
494,괴치,함평군,35.1546357,126.4765631,9
495,계월,함평군,35.147161,126.4950317,18
496,사동,함평군,35.1425188,126.4971856,7
497,사천,함평군,35.15013,126.485918,13
498,월암1리,함평군,35.1516363,126.5047999,13
499,가야,함평군,35.1554954,126.4987547,19
500,수인,함평군,35.1563597,126.4976917,19
501,동백,함평군,35.1320151,126.4937383,9
502,호덕,함평군,35.1360223,126.4872161,7
503,벽유,함평군,35.1186839,126.4874051,13
504,미출,함평군,35.1118149,126.4843171,15
505,학천,함평군,35.12207,126.4863069,8
506,두동,함평군,35.0526736,126.5798196,8
507,장동,함평군,35.0452979,126.581987,4
508,내동,함평군,35.0572375,126.5750095,6
509,복산,함평군,35.0170907,126.5374333,0
510,고막1리,함평군,35.033519,126.5924478,4
511,재생,함평군,35.0359999,126.5783318,2
512,광진,함평군,35.0186527,126.5836086,2
513,석정,함평군,35.0065451,126.5878247,12
514,흥용동,함평군,35.0086976,126.5826464,10
515,동림동,함평군,35.007956,126.5795019,13
516,건지,함평군,35.0060409,126.5860948,12
517,금송,함평군,35.0042952,126.5785562,16
518,반곡,함평군,35.0034767,126.5626624,4
519,금산,함평군,34.9997526,126.5751941,12
520,향동,함평군,34.9951171,126.5751343,9
521,방우동,함평군,35.0063545,126.5687827,8
522,배야,함평군,34.9900516,126.5744576,7
523,기동,함평군,34.987074,126.5789668,5
524,망월동,함평군,34.9895186,126.5719083,7
525,용호,함평군,34.9838424,126.5743352,5
526,곡창,함평군,35.0001143,126.536349,6
527,곡창2리,함평군,35.0055521,126.536721,13
528,백학,함평군,35.0158711,126.5382321,0
529,이암,함평군,35.0101977,126.5364148,13
530,영화촌,함평군,35.015673,126.5490669,4
531,신학,함평군,35.0125634,126.5352628,15
532,쌍교,함평군,35.0175152,126.5373362,0
533,학교중앙,함평군,35.0177883,126.5371155,0
534,학교6리,함평군,35.0152467,126.5364541,0
535,회춘동,함평군,35.0120059,126.5399388,17
536,달배기,함평군,35.0169937,126.5390865,0
537,명암,함평군,35.0260159,126.5373382,0
